Species,Species taxid,16S gene count
Taylorella equigenitalis,29575,3.0
Tenacibaculum dicentrarchi,669041,10.0
Tenacibaculum jejuense,584609,3.0
Tenacibaculum maritimum,107401,6.0
Tenacibaculum todarodis,1850252,3.0
Tenericutes bacterium MO-XQ,1911684,2.0
Tenericutes bacterium MZ-XQ,1911683,2.0
Tepidanaerobacter acetatoxydans,499229,2.0
Teredinibacter turnerae,2426,3.0
Terribacillus aidingensis,586416,8.0
Terriglobus roseus,392734,2.0
Terriglobus saanensis,870903,1.0
Terriglobus sp. TAA 43,278961,1.0
Terriglobus sp. TAA 48,278962,1.0
Tessaracoccus aquimaris,1332264,1.0
Tessaracoccus flavescens,399497,2.0
Tessaracoccus flavus,1610493,2.0
Tessaracoccus sp. Marseille-P5995,2161816,1.0
Tessaracoccus sp. T2.5-30,1909732,2.0
Tetragenococcus halophilus,51669,5.0
Thalassococcus sp. SH-1,2109625,1.0
Thalassolituus oleivorans,187493,4.0
Thalassospira indica,1891279,4.0
Thalassospira marina,2048283,6.0
Thalassospira xiamenensis,220697,4.0
Thalassotalea crassostreae,1763536,6.0
Thauera aromatica,59405,4.0
Thauera chlorobenzoica,96773,4.0
Thauera humireducens,1134435,4.0
Thauera hydrothermalis,2184083,3.0
Thauera sp. K11,2005884,4.0
Thauera sp. MZ1T,85643,4.0
Thermacetogenium phaeum,85874,3.0
Thermaerobacter marianensis,73919,2.0
Thermanaerovibrio acidaminovorans,81462,3.0
Thermincola potens,863643,3.0
Thermoanaerobacter brockii,29323,4.0
Thermoanaerobacter italicus,108150,4.0
Thermoanaerobacter kivui,2325,4.0
Thermoanaerobacter mathranii,583357,4.0
Thermoanaerobacter pseudethanolicus,496866,4.0
Thermoanaerobacter sp. X513,573062,4.0
Thermoanaerobacter sp. X514,399726,4.0
Thermoanaerobacter wiegelii,46354,4.0
Thermoanaerobacterium saccharolyticum,28896,5.0
Thermoanaerobacterium thermosaccharolyticum,1517,5.0
Thermoanaerobacterium xylanolyticum,29329,5.0
Thermobacillus composti,377615,5.0
Thermobaculum terrenum,166501,2.0
Thermobifida fusca,2021,4.0
Thermobispora bispora,2006,4.0
Thermoclostridium stercorarium,1510,3.0
Thermococcus barophilus,55802,1.0
Thermococcus barossii,54077,1.0
Thermococcus celer,2264,1.0
Thermococcus chitonophagus,54262,1.0
Thermococcus cleftensis,163003,1.0
Thermococcus eurythermalis,1505907,1.0
Thermococcus gammatolerans,187878,1.0
Thermococcus gorgonarius,71997,1.0
Thermococcus guaymasensis,110164,1.0
Thermococcus kodakarensis,311400,1.0
Thermococcus litoralis,2265,1.0
Thermococcus nautili,195522,1.0
Thermococcus onnurineus,342948,1.0
Thermococcus pacificus,71998,1.0
Thermococcus paralvinellae,582419,1.0
Thermococcus peptonophilus,53952,1.0
Thermococcus piezophilus,1712654,1.0
Thermococcus profundus,49899,1.0
Thermococcus radiotolerans,187880,1.0
Thermococcus sibiricus,172049,1.0
Thermococcus siculi,72803,1.0
Thermococcus sp. 2319x1,1674923,1.0
Thermococcus sp. 4557,1042877,1.0
Thermococcus sp. 5-4,2008440,1.0
Thermococcus sp. AM4,246969,1.0
Thermococcus sp. EXT12c,2016361,1.0
Thermococcus sp. P6,122420,1.0
Thermococcus thioreducens,277988,1.0
Thermocrinis albus,136094,1.0
Thermocrinis ruber,75906,1.0
Thermodesulfatator indicus,171695,2.0
Thermodesulfobacterium commune,1741,1.0
Thermodesulfobacterium geofontis,1295609,1.0
Thermodesulfobium acidiphilum,1794699,2.0
Thermodesulfobium narugense,184064,2.0
Thermodesulfovibrio yellowstonii,28262,1.0
Thermofilum adornatus,1365176,1.0
Thermofilum carboxyditrophus,1483572,1.0
Thermofilum pendens,2269,1.0
Thermofilum uzonense,1550241,1.0
Thermogladius calderae,1200300,1.0
Thermogutta terrifontis,1331910,1.0
Thermomicrobium roseum,500,2.0
Thermomonospora curvata,2020,4.0
Thermoplasma acidophilum,2303,1.0
Thermoplasma volcanium,50339,1.0
Thermoplasmatales archaeon BRNA1,1054217,1.0
Thermoproteus tenax,2271,1.0
Thermoproteus uzoniensis,184117,1.0
Thermosediminibacter oceani,291990,3.0
Thermosipho africanus,2421,3.0
Thermosipho melanesiensis,46541,4.0
Thermosipho sp. 1063,1462747,4.0
Thermosipho sp. 1070,1437364,4.0
Thermosphaera aggregans,54254,1.0
Thermostaphylospora chromogena,35622,6.0
Thermosulfidibacter takaii,412593,1.0
Thermosynechococcus elongatus,146786,1.0
Thermotoga caldifontis,1508419,1.0
Thermotoga maritima,2336,1.0
Thermotoga naphthophila,93930,1.0
Thermotoga neapolitana,2337,1.0
Thermotoga petrophila,93929,1.0
Thermotoga profunda,1508420,1.0
Thermotoga sp. 2812B,1157948,1.0
Thermotoga sp. Cell2,1157947,1.0
Thermotoga sp. RQ2,126740,1.0
Thermotoga sp. RQ7,126738,1.0
Thermovibrio ammonificans,228745,3.0
Thermovirga lienii,336261,3.0
Thermus aquaticus,271,2.0
Thermus brockianus,56956,2.0
Thermus oshimai,56957,2.0
Thermus parvatiensis,456163,2.0
Thermus scotoductus,37636,1.0
Thermus sp. CCB_US3_UF1,1111069,2.0
Thermus thermophilus,274,2.0
Thioalkalivibrio nitratireducens,186931,1.0
Thioalkalivibrio paradoxus,108010,1.0
Thioalkalivibrio sp. K90mix,396595,1.0
Thioalkalivibrio sulfidiphilus,1033854,1.0
Thioalkalivibrio versutus,106634,1.0
Thiobacillus denitrificans,36861,2.0
Thioclava nitratireducens,1915078,3.0
Thiocystis violascens,73141,3.0
Thioflavicoccus mobilis,80679,2.0
Thiohalobacter thiocyanaticus,585455,1.0
Thiolapillus brandeum,1076588,1.0
Thiomicrospira aerophila,92245,2.0
Thiomicrospira cyclica,147268,2.0
Thiomonas intermedia,926,1.0
Thioploca ingrica,40754,1.0
Tistrella mobilis,171437,4.0
Tolumonas auensis,43948,8.0
Treponema azotonutricium,150829,2.0
Treponema brennaborense,81028,4.0
Treponema caldarium,215591,3.0
Treponema denticola,158,2.0
Treponema pallidum,160,2.0
Treponema paraluiscuniculi,53435,2.0
Treponema pedis,409322,2.0
Treponema phagedenis,162,2.0
Treponema primitia,88058,2.0
Treponema putidum,221027,2.0
Treponema sp. OMZ 838,1539298,2.0
Treponema succinifaciens,167,4.0
Trichodesmium erythraeum,1206,2.0
Trichormus azollae,1164,4.0
Trichormus variabilis,264691,4.0
Tropheryma whipplei,2039,1.0
Truepera radiovictrix,332249,2.0
Trueperella pyogenes,1661,2.0
Tsukamurella paurometabola,2061,2.0
Tsukamurella tyrosinosolvens,57704,2.0
Turicibacter sp. H121,1712675,12.0
Turneriella parva,29510,2.0
Ureaplasma parvum,134821,2.0
Ureaplasma urealyticum,2130,2.0
Vagococcus penaei,633807,5.0
Vagococcus teuberi,519472,6.0
Variibacter gotjawalensis,1333996,1.0
Variovorax boronicumulans,436515,2.0
Variovorax paradoxus,34073,2.0
Variovorax sp. PAMC 28711,1795631,2.0
Variovorax sp. PMC12,2126319,3.0
Veillonella parvula,29466,4.0
Veillonella rodentium,248315,4.0
Verminephrobacter eiseniae,364317,3.0
Verrucomicrobia bacterium,2026799,1.0
Verrucomicrobia bacterium IMCC26134,1637999,2.0
Verrucosispora maris,1003110,3.0
Vibrio alfacsensis,1074311,11.0
Vibrio alginolyticus,663,12.0
Vibrio anguillarum,55601,9.0
Vibrio antiquarius,150340,11.0
Vibrio breoganii,553239,9.0
Vibrio campbellii,680,12.0
Vibrio casei,673372,8.0
Vibrio cholerae,666,9.0
Vibrio coralliilyticus,190893,11.0
Vibrio diabolicus,50719,12.0
Vibrio fluvialis,676,10.0
Vibrio furnissii,29494,7.0
Vibrio gazogenes,687,8.0
Vibrio harveyi,669,12.0
Vibrio hyugaensis,1534743,12.0
Vibrio jasicida,766224,12.0
Vibrio mimicus,674,9.5
Vibrio natriegens,691,12.0
Vibrio nigripulchritudo,28173,8.0
Vibrio owensii,696485,12.0
Vibrio parahaemolyticus,670,12.0
Vibrio qinghaiensis,2025808,10.0
Vibrio rotiferianus,190895,13.0
Vibrio rumoiensis,76258,8.0
Vibrio scophthalmi,45658,11.0
Vibrio shilonii,62153,11.0
Vibrio sp. 2521-89,2014742,10.0
Vibrio sp. EJY3,1116375,9.0
Vibrio sp. dhg,2163016,12.0
Vibrio splendidus,29497,15.0
Vibrio tapetis,52443,6.0
Vibrio tasmaniensis,212663,8.0
Vibrio tritonius,1435069,11.0
Vibrio tubiashii,29498,10.0
Vibrio vulnificus,672,11.0
Victivallales bacterium CCUG 44730,2094242,4.0
Virgibacillus halodenitrificans,1482,8.0
Virgibacillus necropolis,163877,7.0
Virgibacillus pantothenticus,1473,6.0
Virgibacillus phasianinus,2017483,7.0
Virgibacillus sp. 6R,1911587,6.0
Virgibacillus sp. SK37,403957,7.0
Vitreoscilla filiformis,63,2.0
Vitreoscilla sp. C1,96942,7.0
Vulcanisaeta distributa,164451,1.0
Vulcanisaeta moutnovskia,985052,1.0
Vulgatibacter incomptus,1391653,3.0
Waddlia chondrophila,71667,2.0
Weeksella virosa,1014,5.0
Weissella ceti,759620,6.0
Weissella cibaria,137591,9.0
Weissella jogaejeotgali,1631871,8.0
Weissella koreensis,165096,5.0
Weissella paramesenteroides,1249,8.0
Wenyingzhuangia fucanilytica,1790137,4.0
Wenzhouxiangella marina,1579979,1.0
Wigglesworthia glossinidia,51229,2.0
Winogradskyella sp. J14-2,1936080,2.0
Winogradskyella sp. PG-2,754409,2.0
Woeseia oceani,1548547,1.0
Wolbachia endosymbiont of Brugia malayi,80849,1.0
Wolbachia endosymbiont of Cimex lectularius,246273,1.0
Wolbachia endosymbiont of Culex quinquefasciatus,263437,1.0
Wolbachia endosymbiont of Drosophila melanogaster,163164,1.0
Wolbachia endosymbiont of Drosophila simulans,77038,1.0
Wolbachia endosymbiont of Folsomia candida,169402,1.0
Wolbachia endosymbiont of Onchocerca ochengi,100901,1.0
Wolbachia endosymbiont of Onchocerca volvulus,77551,1.0
Wolbachia pipientis,955,1.0
Wolbachia sp. wRi,66084,1.0
Wolinella succinogenes,844,3.0
Xanthobacter autotrophicus,280,2.0
Xanthomonas albilineans,29447,2.0
Xanthomonas axonopodis,53413,2.0
Xanthomonas campestris,339,2.0
Xanthomonas citri,346,2.0
Xanthomonas euvesicatoria,456327,2.0
Xanthomonas fragariae,48664,2.0
Xanthomonas gardneri,90270,2.0
Xanthomonas hortorum,56454,2.0
Xanthomonas oryzae,347,2.0
Xanthomonas perforans,442694,2.0
Xanthomonas phaseoli,1985254,2.0
Xanthomonas sacchari,56458,2.0
Xanthomonas translucens,343,2.0
Xanthomonas vasicola,56459,2.0
Xanthomonas vesicatoria,56460,2.0
Xenorhabdus bovienii,40576,7.0
Xenorhabdus doucetiae,351671,7.0
Xenorhabdus hominickii,351679,7.0
Xenorhabdus nematophila,628,7.0
Xenorhabdus poinarii,40577,7.0
Xylanimonas cellulosilytica,186189,3.0
Xylella fastidiosa,2371,2.0
Xylella taiwanensis,1444770,2.0
Yangia pacifica,311180,5.0
Yangia sp. CCB-MM3,1792508,5.0
Yersinia aldovae,29483,7.0
Yersinia aleksiciae,263819,7.0
Yersinia enterocolitica,630,7.0
Yersinia frederiksenii,29484,7.0
Yersinia intermedia,631,7.0
Yersinia kristensenii,28152,7.0
Yersinia massiliensis,419257,7.0
Yersinia pestis,632,7.0
Yersinia pseudotuberculosis,633,7.0
Yersinia rohdei,29485,7.0
Yersinia ruckeri,29486,7.0
Yersinia similis,367190,7.0
Yersinia sp. FDAARGOS_228,1839800,7.0
Yoonia vestfoldensis,245188,2.0
Zhongshania aliphaticivorans,1470434,3.0
Zobellella denitrificans,347534,8.0
Zobellia galactanivorans,63186,2.0
Zoogloeaceae bacteirum Par-f-2,2080469,3.0
Zunongwangia profunda,398743,3.0
Zymomonas mobilis,542,3.0
[Bacillus] selenitireducens,85683,7.0
[Brevibacterium] flavum,92706,6.0
[Clostridium] bolteae,208479,5.0
[Clostridium] cellulosi,29343,4.0
[Clostridium] paradoxum,29346,15.0
[Clostridium] saccharolyticum,84030,6.0
[Enterobacter] lignolyticus,1334193,7.0
[Eubacterium] eligens,39485,5.0
[Eubacterium] hallii,39488,8.0
[Eubacterium] rectale,39491,5.0
[Eubacterium] sulci,143393,2.0
[Haemophilus] ducreyi,730,6.0
[Mannheimia] succiniciproducens,157673,6.0
[Mycobacterium] stephanolepidis,1520670,1.0
[Oscillatoria] sp. PCC 6506,272129,1.0
[Polyangium] brachysporum,413882,3.0
[Pseudomonas] mesoacidophila,265293,6.0
alpha proteobacterium HIMB5,859653,1.0
alpha proteobacterium HIMB59,744985,1.0
beta proteobacterium CB,543913,1.0
cyanobacterium endosymbiont of Epithemia turgida,718217,2.0
endosymbiont 'TC1' of Trimyema compressum,243899,2.0
endosymbiont of Acanthamoeba sp. UWC8,86106,1.0
endosymbiont of unidentified scaly snail isolate Monju,1248727,1.0
gamma proteobacterium HdN1,83406,3.0
halophilic archaeon DL31,756883,2.0
methanogenic archaeon ISO4-H5,1495144,2.0
secondary endosymbiont of Ctenarytaina eucalypti,1199245,1.0
secondary endosymbiont of Heteropsylla cubana,134287,1.0
secondary endosymbiont of Trabutina mannipara,1835721,1.0
